id,negation_affirmative1,negation_affirmative2,affirmative_negation1,affirmative_negation2,modal_affirmative1,modal_affirmative2,affirmative_modal1,affirmative_modal2,managed_failed1,managed_failed2,failed_managed1,failed_managed2,know_doubt1,know_doubt2,doubt_know1,doubt_know2,continuation_ref_1,continuation_ref_2,continuation_nonref_1,continuation_nonref_2
41_shirt_hat,Aurora didn't find a shirt at the store but she found a hat.,Aurora didn't find a hat at the store but she found a shirt.,Aurora found a shirt at the store but she didn't find a hat.,Aurora found a hat at the store but she didn't find a shirt.,Aurora wanted to find a shirt at the store but she found a hat.,Aurora wanted to find a hat at the store but she found a shirt.,Aurora found a shirt at the store but she wanted to find a hat.,Aurora found a hat at the store but she wanted to find a shirt.,Aurora managed to find a shirt at the store but she failed to find a hat.,Aurora managed to find a hat at the store but she failed to find a shirt.,Aurora failed to find a shirt at the store but she managed to find a hat.,Aurora failed to find a hat at the store but she managed to find a shirt.,I know that Aurora found a shirt at the store but I doubt that she found a hat.,I know that Aurora found a hat at the store but I doubt that she found a shirt.,I doubt that Aurora found a shirt at the store but I know that she found a hat.,I doubt that Aurora found a hat at the store but I know that she found a shirt.,The shirt is blue.,The hat is blue.,The shirt that she tried on didn't fit.,The hat that she tried on didn't fit.
42_shirt_scarf,Victoria didn't find a shirt at the store but she found a scarf.,Victoria didn't find a scarf at the store but she found a shirt.,Victoria found a shirt at the store but she didn't find a scarf.,Victoria found a scarf at the store but she didn't find a shirt.,Victoria wanted to find a shirt at the store but she found a scarf.,Victoria wanted to find a scarf at the store but she found a shirt.,Victoria found a shirt at the store but she wanted to find a scarf.,Victoria found a scarf at the store but she wanted to find a shirt.,Victoria managed to find a shirt at the store but she failed to find a scarf.,Victoria managed to find a scarf at the store but she failed to find a shirt.,Victoria failed to find a shirt at the store but she managed to find a scarf.,Victoria failed to find a scarf at the store but she managed to find a shirt.,I know that Victoria found a shirt at the store but I doubt that she found a scarf.,I know that Victoria found a scarf at the store but I doubt that she found a shirt.,I doubt that Victoria found a shirt at the store but I know that she found a scarf.,I doubt that Victoria found a scarf at the store but I know that she found a shirt.,The shirt is blue.,The scarf is blue.,The shirt that she tried on didn't fit.,The scarf that she tried on didn't fit.
43_shirt_jacket,Jean didn't find a shirt at the store but she found a jacket.,Jean didn't find a jacket at the store but she found a shirt.,Jean found a shirt at the store but she didn't find a jacket.,Jean found a jacket at the store but she didn't find a shirt.,Jean wanted to find a shirt at the store but she found a jacket.,Jean wanted to find a jacket at the store but she found a shirt.,Jean found a shirt at the store but she wanted to find a jacket.,Jean found a jacket at the store but she wanted to find a shirt.,Jean managed to find a shirt at the store but she failed to find a jacket.,Jean managed to find a jacket at the store but she failed to find a shirt.,Jean failed to find a shirt at the store but she managed to find a jacket.,Jean failed to find a jacket at the store but she managed to find a shirt.,I know that Jean found a shirt at the store but I doubt that she found a jacket.,I know that Jean found a jacket at the store but I doubt that she found a shirt.,I doubt that Jean found a shirt at the store but I know that she found a jacket.,I doubt that Jean found a jacket at the store but I know that she found a shirt.,The shirt is blue.,The jacket is blue.,The shirt that she tried on didn't fit.,The jacket that she tried on didn't fit.
44_shirt_skirt,Lucy didn't find a shirt at the store but she found a skirt.,Lucy didn't find a skirt at the store but she found a shirt.,Lucy found a shirt at the store but she didn't find a skirt.,Lucy found a skirt at the store but she didn't find a shirt.,Lucy wanted to find a shirt at the store but she found a skirt.,Lucy wanted to find a skirt at the store but she found a shirt.,Lucy found a shirt at the store but she wanted to find a skirt.,Lucy found a skirt at the store but she wanted to find a shirt.,Lucy managed to find a shirt at the store but she failed to find a skirt.,Lucy managed to find a skirt at the store but she failed to find a shirt.,Lucy failed to find a shirt at the store but she managed to find a skirt.,Lucy failed to find a skirt at the store but she managed to find a shirt.,I know that Lucy found a shirt at the store but I doubt that she found a skirt.,I know that Lucy found a skirt at the store but I doubt that she found a shirt.,I doubt that Lucy found a shirt at the store but I know that she found a skirt.,I doubt that Lucy found a skirt at the store but I know that she found a shirt.,The shirt is blue.,The skirt is blue.,The shirt that she tried on didn't fit.,The skirt that she tried on didn't fit.
45_hat_scarf,Penelope didn't find a hat at the store but she found a scarf.,Penelope didn't find a scarf at the store but she found a hat.,Penelope found a hat at the store but she didn't find a scarf.,Penelope found a scarf at the store but she didn't find a hat.,Penelope wanted to find a hat at the store but she found a scarf.,Penelope wanted to find a scarf at the store but she found a hat.,Penelope found a hat at the store but she wanted to find a scarf.,Penelope found a scarf at the store but she wanted to find a hat.,Penelope managed to find a hat at the store but she failed to find a scarf.,Penelope managed to find a scarf at the store but she failed to find a hat.,Penelope failed to find a hat at the store but she managed to find a scarf.,Penelope failed to find a scarf at the store but she managed to find a hat.,I know that Penelope found a hat at the store but I doubt that she found a scarf.,I know that Penelope found a scarf at the store but I doubt that she found a hat.,I doubt that Penelope found a hat at the store but I know that she found a scarf.,I doubt that Penelope found a scarf at the store but I know that she found a hat.,The hat is blue.,The scarf is blue.,The hat that she tried on didn't fit.,The scarf that she tried on didn't fit.
46_hat_jacket,Savannah didn't find a hat at the store but she found a jacket.,Savannah didn't find a jacket at the store but she found a hat.,Savannah found a hat at the store but she didn't find a jacket.,Savannah found a jacket at the store but she didn't find a hat.,Savannah wanted to find a hat at the store but she found a jacket.,Savannah wanted to find a jacket at the store but she found a hat.,Savannah found a hat at the store but she wanted to find a jacket.,Savannah found a jacket at the store but she wanted to find a hat.,Savannah managed to find a hat at the store but she failed to find a jacket.,Savannah managed to find a jacket at the store but she failed to find a hat.,Savannah failed to find a hat at the store but she managed to find a jacket.,Savannah failed to find a jacket at the store but she managed to find a hat.,I know that Savannah found a hat at the store but I doubt that she found a jacket.,I know that Savannah found a jacket at the store but I doubt that she found a hat.,I doubt that Savannah found a hat at the store but I know that she found a jacket.,I doubt that Savannah found a jacket at the store but I know that she found a hat.,The hat is blue.,The jacket is blue.,The hat that she tried on didn't fit.,The jacket that she tried on didn't fit.
47_hat_skirt,Brooklyn didn't find a hat at the store but she found a skirt.,Brooklyn didn't find a skirt at the store but she found a hat.,Brooklyn found a hat at the store but she didn't find a skirt.,Brooklyn found a skirt at the store but she didn't find a hat.,Brooklyn wanted to find a hat at the store but she found a skirt.,Brooklyn wanted to find a skirt at the store but she found a hat.,Brooklyn found a hat at the store but she wanted to find a skirt.,Brooklyn found a skirt at the store but she wanted to find a hat.,Brooklyn managed to find a hat at the store but she failed to find a skirt.,Brooklyn managed to find a skirt at the store but she failed to find a hat.,Brooklyn failed to find a hat at the store but she managed to find a skirt.,Brooklyn failed to find a skirt at the store but she managed to find a hat.,I know that Brooklyn found a hat at the store but I doubt that she found a skirt.,I know that Brooklyn found a skirt at the store but I doubt that she found a hat.,I doubt that Brooklyn found a hat at the store but I know that she found a skirt.,I doubt that Brooklyn found a skirt at the store but I know that she found a hat.,The hat is blue.,The skirt is blue.,The hat that she tried on didn't fit.,The skirt that she tried on didn't fit.
48_scarf_jacket,Zoey didn't find a scarf at the store but she found a jacket.,Zoey didn't find a jacket at the store but she found a scarf.,Zoey found a scarf at the store but she didn't find a jacket.,Zoey found a jacket at the store but she didn't find a scarf.,Zoey wanted to find a scarf at the store but she found a jacket.,Zoey wanted to find a jacket at the store but she found a scarf.,Zoey found a scarf at the store but she wanted to find a jacket.,Zoey found a jacket at the store but she wanted to find a scarf.,Zoey managed to find a scarf at the store but she failed to find a jacket.,Zoey managed to find a jacket at the store but she failed to find a scarf.,Zoey failed to find a scarf at the store but she managed to find a jacket.,Zoey failed to find a jacket at the store but she managed to find a scarf.,I know that Zoey found a scarf at the store but I doubt that she found a jacket.,I know that Zoey found a jacket at the store but I doubt that she found a scarf.,I doubt that Zoey found a scarf at the store but I know that she found a jacket.,I doubt that Zoey found a jacket at the store but I know that she found a scarf.,The scarf is blue.,The jacket is blue.,The scarf that she tried on didn't fit.,The jacket that she tried on didn't fit.
49_scarf_skirt,Hazel didn't find a scarf at the store but she found a skirt.,Hazel didn't find a skirt at the store but she found a scarf.,Hazel found a scarf at the store but she didn't find a skirt.,Hazel found a skirt at the store but she didn't find a scarf.,Hazel wanted to find a scarf at the store but she found a skirt.,Hazel wanted to find a skirt at the store but she found a scarf.,Hazel found a scarf at the store but she wanted to find a skirt.,Hazel found a skirt at the store but she wanted to find a scarf.,Hazel managed to find a scarf at the store but she failed to find a skirt.,Hazel managed to find a skirt at the store but she failed to find a scarf.,Hazel failed to find a scarf at the store but she managed to find a skirt.,Hazel failed to find a skirt at the store but she managed to find a scarf.,I know that Hazel found a scarf at the store but I doubt that she found a skirt.,I know that Hazel found a skirt at the store but I doubt that she found a scarf.,I doubt that Hazel found a scarf at the store but I know that she found a skirt.,I doubt that Hazel found a skirt at the store but I know that she found a scarf.,The scarf is blue.,The skirt is blue.,The scarf that she tried on didn't fit.,The skirt that she tried on didn't fit.
50_jacket_skirt,Skylar didn't find a jacket at the store but she found a skirt.,Skylar didn't find a skirt at the store but she found a jacket.,Skylar found a jacket at the store but she didn't find a skirt.,Skylar found a skirt at the store but she didn't find a jacket.,Skylar wanted to find a jacket at the store but she found a skirt.,Skylar wanted to find a skirt at the store but she found a jacket.,Skylar found a jacket at the store but she wanted to find a skirt.,Skylar found a skirt at the store but she wanted to find a jacket.,Skylar managed to find a jacket at the store but she failed to find a skirt.,Skylar managed to find a skirt at the store but she failed to find a jacket.,Skylar failed to find a jacket at the store but she managed to find a skirt.,Skylar failed to find a skirt at the store but she managed to find a jacket.,I know that Skylar found a jacket at the store but I doubt that she found a skirt.,I know that Skylar found a skirt at the store but I doubt that she found a jacket.,I doubt that Skylar found a jacket at the store but I know that she found a skirt.,I doubt that Skylar found a skirt at the store but I know that she found a jacket.,The jacket is blue.,The skirt is blue.,The jacket that she tried on didn't fit.,The skirt that she tried on didn't fit.
51_pet rat_bird,Ellie didn't get a pet rat but she got a bird.,Ellie didn't get a bird but she got a pet rat.,Ellie got a pet rat but she didn't get a bird.,Ellie got a bird but she didn't get a pet rat.,Ellie wanted to get a pet rat but she got a bird.,Ellie wanted to get a bird but she got a pet rat.,Ellie got a pet rat but she wanted to get a bird.,Ellie got a bird but she wanted to get a pet rat.,Ellie managed to get a pet rat but she failed to get a bird.,Ellie managed to get a bird but she failed to get a pet rat.,Ellie failed to get a pet rat but she managed to get a bird.,Ellie failed to get a bird but she managed to get a pet rat.,I know that Ellie got a pet rat but I doubt that she got a bird.,I know that Ellie got a bird but I doubt that she got a pet rat.,I doubt that Ellie got a pet rat but I know that she got a bird.,I doubt that Ellie got a bird but I know that she got a pet rat.,Her pet rat makes a lot of noise at night.,Her bird makes a lot of noise at night.,The pet rat that she saw at the store was too aggressive.,The bird that she saw at the store was too aggressive.
52_pet rat_parrot,Violet didn't get a pet rat but she got a parrot.,Violet didn't get a parrot but she got a pet rat.,Violet got a pet rat but she didn't get a parrot.,Violet got a parrot but she didn't get a pet rat.,Violet wanted to get a pet rat but she got a parrot.,Violet wanted to get a parrot but she got a pet rat.,Violet got a pet rat but she wanted to get a parrot.,Violet got a parrot but she wanted to get a pet rat.,Violet managed to get a pet rat but she failed to get a parrot.,Violet managed to get a parrot but she failed to get a pet rat.,Violet failed to get a pet rat but she managed to get a parrot.,Violet failed to get a parrot but she managed to get a pet rat.,I know that Violet got a pet rat but I doubt that she got a parrot.,I know that Violet got a parrot but I doubt that she got a pet rat.,I doubt that Violet got a pet rat but I know that she got a parrot.,I doubt that Violet got a parrot but I know that she got a pet rat.,Her pet rat makes a lot of noise at night.,Her parrot makes a lot of noise at night.,The pet rat that she saw at the store was too aggressive.,The parrot that she saw at the store was too aggressive.
53_pet rat_guinea pig,Nova didn't get a pet rat but she got a guinea pig.,Nova didn't get a guinea pig but she got a pet rat.,Nova got a pet rat but she didn't get a guinea pig.,Nova got a guinea pig but she didn't get a pet rat.,Nova wanted to get a pet rat but she got a guinea pig.,Nova wanted to get a guinea pig but she got a pet rat.,Nova got a pet rat but she wanted to get a guinea pig.,Nova got a guinea pig but she wanted to get a pet rat.,Nova managed to get a pet rat but she failed to get a guinea pig.,Nova managed to get a guinea pig but she failed to get a pet rat.,Nova failed to get a pet rat but she managed to get a guinea pig.,Nova failed to get a guinea pig but she managed to get a pet rat.,I know that Nova got a pet rat but I doubt that she got a guinea pig.,I know that Nova got a guinea pig but I doubt that she got a pet rat.,I doubt that Nova got a pet rat but I know that she got a guinea pig.,I doubt that Nova got a guinea pig but I know that she got a pet rat.,Her pet rat makes a lot of noise at night.,Her guinea pig makes a lot of noise at night.,The pet rat that she saw at the store was too aggressive.,The guinea pig that she saw at the store was too aggressive.
54_pet rat_rabbit,Maya didn't get a pet rat but she got a rabbit.,Maya didn't get a rabbit but she got a pet rat.,Maya got a pet rat but she didn't get a rabbit.,Maya got a rabbit but she didn't get a pet rat.,Maya wanted to get a pet rat but she got a rabbit.,Maya wanted to get a rabbit but she got a pet rat.,Maya got a pet rat but she wanted to get a rabbit.,Maya got a rabbit but she wanted to get a pet rat.,Maya managed to get a pet rat but she failed to get a rabbit.,Maya managed to get a rabbit but she failed to get a pet rat.,Maya failed to get a pet rat but she managed to get a rabbit.,Maya failed to get a rabbit but she managed to get a pet rat.,I know that Maya got a pet rat but I doubt that she got a rabbit.,I know that Maya got a rabbit but I doubt that she got a pet rat.,I doubt that Maya got a pet rat but I know that she got a rabbit.,I doubt that Maya got a rabbit but I know that she got a pet rat.,Her pet rat makes a lot of noise at night.,Her rabbit makes a lot of noise at night.,The pet rat that she saw at the store was too aggressive.,The rabbit that she saw at the store was too aggressive.
55_bird_parrot,Eleanor didn't get a bird but she got a parrot.,Eleanor didn't get a parrot but she got a bird.,Eleanor got a bird but she didn't get a parrot.,Eleanor got a parrot but she didn't get a bird.,Eleanor wanted to get a bird but she got a parrot.,Eleanor wanted to get a parrot but she got a bird.,Eleanor got a bird but she wanted to get a parrot.,Eleanor got a parrot but she wanted to get a bird.,Eleanor managed to get a bird but she failed to get a parrot.,Eleanor managed to get a parrot but she failed to get a bird.,Eleanor failed to get a bird but she managed to get a parrot.,Eleanor failed to get a parrot but she managed to get a bird.,I know that Eleanor got a bird but I doubt that she got a parrot.,I know that Eleanor got a parrot but I doubt that she got a bird.,I doubt that Eleanor got a bird but I know that she got a parrot.,I doubt that Eleanor got a parrot but I know that she got a bird.,Her bird makes a lot of noise at night.,Her parrot makes a lot of noise at night.,The bird that she saw at the store was too aggressive.,The parrot that she saw at the store was too aggressive.
56_bird_guinea pig,Paisley didn't get a bird but she got a guinea pig.,Paisley didn't get a guinea pig but she got a bird.,Paisley got a bird but she didn't get a guinea pig.,Paisley got a guinea pig but she didn't get a bird.,Paisley wanted to get a bird but she got a guinea pig.,Paisley wanted to get a guinea pig but she got a bird.,Paisley got a bird but she wanted to get a guinea pig.,Paisley got a guinea pig but she wanted to get a bird.,Paisley managed to get a bird but she failed to get a guinea pig.,Paisley managed to get a guinea pig but she failed to get a bird.,Paisley failed to get a bird but she managed to get a guinea pig.,Paisley failed to get a guinea pig but she managed to get a bird.,I know that Paisley got a bird but I doubt that she got a guinea pig.,I know that Paisley got a guinea pig but I doubt that she got a bird.,I doubt that Paisley got a bird but I know that she got a guinea pig.,I doubt that Paisley got a guinea pig but I know that she got a bird.,Her bird makes a lot of noise at night.,Her guinea pig makes a lot of noise at night.,The bird that she saw at the store was too aggressive.,The guinea pig that she saw at the store was too aggressive.
57_bird_rabbit,Ivy didn't get a bird but she got a rabbit.,Ivy didn't get a rabbit but she got a bird.,Ivy got a bird but she didn't get a rabbit.,Ivy got a rabbit but she didn't get a bird.,Ivy wanted to get a bird but she got a rabbit.,Ivy wanted to get a rabbit but she got a bird.,Ivy got a bird but she wanted to get a rabbit.,Ivy got a rabbit but she wanted to get a bird.,Ivy managed to get a bird but she failed to get a rabbit.,Ivy managed to get a rabbit but she failed to get a bird.,Ivy failed to get a bird but she managed to get a rabbit.,Ivy failed to get a rabbit but she managed to get a bird.,I know that Ivy got a bird but I doubt that she got a rabbit.,I know that Ivy got a rabbit but I doubt that she got a bird.,I doubt that Ivy got a bird but I know that she got a rabbit.,I doubt that Ivy got a rabbit but I know that she got a bird.,Her bird makes a lot of noise at night.,Her rabbit makes a lot of noise at night.,The bird that she saw at the store was too aggressive.,The rabbit that she saw at the store was too aggressive.
58_parrot_guinea pig,Everly didn't get a parrot but she got a guinea pig.,Everly didn't get a guinea pig but she got a parrot.,Everly got a parrot but she didn't get a guinea pig.,Everly got a guinea pig but she didn't get a parrot.,Everly wanted to get a parrot but she got a guinea pig.,Everly wanted to get a guinea pig but she got a parrot.,Everly got a parrot but she wanted to get a guinea pig.,Everly got a guinea pig but she wanted to get a parrot.,Everly managed to get a parrot but she failed to get a guinea pig.,Everly managed to get a guinea pig but she failed to get a parrot.,Everly failed to get a parrot but she managed to get a guinea pig.,Everly failed to get a guinea pig but she managed to get a parrot.,I know that Everly got a parrot but I doubt that she got a guinea pig.,I know that Everly got a guinea pig but I doubt that she got a parrot.,I doubt that Everly got a parrot but I know that she got a guinea pig.,I doubt that Everly got a guinea pig but I know that she got a parrot.,Her parrot makes a lot of noise at night.,Her guinea pig makes a lot of noise at night.,The parrot that she saw at the store was too aggressive.,The guinea pig that she saw at the store was too aggressive.
59_parrot_rabbit,Leah didn't get a parrot but she got a rabbit.,Leah didn't get a rabbit but she got a parrot.,Leah got a parrot but she didn't get a rabbit.,Leah got a rabbit but she didn't get a parrot.,Leah wanted to get a parrot but she got a rabbit.,Leah wanted to get a rabbit but she got a parrot.,Leah got a parrot but she wanted to get a rabbit.,Leah got a rabbit but she wanted to get a parrot.,Leah managed to get a parrot but she failed to get a rabbit.,Leah managed to get a rabbit but she failed to get a parrot.,Leah failed to get a parrot but she managed to get a rabbit.,Leah failed to get a rabbit but she managed to get a parrot.,I know that Leah got a parrot but I doubt that she got a rabbit.,I know that Leah got a rabbit but I doubt that she got a parrot.,I doubt that Leah got a parrot but I know that she got a rabbit.,I doubt that Leah got a rabbit but I know that she got a parrot.,Her parrot makes a lot of noise at night.,Her rabbit makes a lot of noise at night.,The parrot that she saw at the store was too aggressive.,The rabbit that she saw at the store was too aggressive.
60_guinea pig_rabbit,Madelyn didn't get a guinea pig but she got a rabbit.,Madelyn didn't get a rabbit but she got a guinea pig.,Madelyn got a guinea pig but she didn't get a rabbit.,Madelyn got a rabbit but she didn't get a guinea pig.,Madelyn wanted to get a guinea pig but she got a rabbit.,Madelyn wanted to get a rabbit but she got a guinea pig.,Madelyn got a guinea pig but she wanted to get a rabbit.,Madelyn got a rabbit but she wanted to get a guinea pig.,Madelyn managed to get a guinea pig but she failed to get a rabbit.,Madelyn managed to get a rabbit but she failed to get a guinea pig.,Madelyn failed to get a guinea pig but she managed to get a rabbit.,Madelyn failed to get a rabbit but she managed to get a guinea pig.,I know that Madelyn got a guinea pig but I doubt that she got a rabbit.,I know that Madelyn got a rabbit but I doubt that she got a guinea pig.,I doubt that Madelyn got a guinea pig but I know that she got a rabbit.,I doubt that Madelyn got a rabbit but I know that she got a guinea pig.,Her guinea pig makes a lot of noise at night.,Her rabbit makes a lot of noise at night.,The guinea pig that she saw at the store was too aggressive.,The rabbit that she saw at the store was too aggressive.
61_beer_mojito,Logan didn't order a beer at the bar but he ordered a mojito.,Logan didn't order a mojito at the bar but he ordered a beer.,Logan ordered a beer at the bar but he didn't order a mojito.,Logan ordered a mojito at the bar but he didn't order a beer.,Logan wanted to order a beer at the bar but he ordered a mojito.,Logan wanted to order a mojito at the bar but he ordered a beer.,Logan ordered a beer at the bar but he wanted to order a mojito.,Logan ordered a mojito at the bar but he wanted to order a beer.,Logan managed to order a beer at the bar but he failed to order a mojito.,Logan managed to order a mojito at the bar but he failed to order a beer.,Logan failed to order a beer at the bar but he managed to order a mojito.,Logan failed to order a mojito at the bar but he managed to order a beer.,I know that Logan ordered a beer at the bar but I doubt that he ordered a mojito.,I know that Logan ordered a mojito at the bar but I doubt that he ordered a beer.,I doubt that Logan ordered a beer at the bar but I know that he ordered a mojito.,I doubt that Logan ordered a mojito at the bar but I know that he ordered a beer.,The beer was served in a plastic cup.,The mojito was served in a plastic cup.,The beer that he likes was sold out.,The mojito that he likes was sold out.
62_beer_whiskey,Jacob didn't order a beer at the bar but he ordered a whiskey.,Jacob didn't order a whiskey at the bar but he ordered a beer.,Jacob ordered a beer at the bar but he didn't order a whiskey.,Jacob ordered a whiskey at the bar but he didn't order a beer.,Jacob wanted to order a beer at the bar but he ordered a whiskey.,Jacob wanted to order a whiskey at the bar but he ordered a beer.,Jacob ordered a beer at the bar but he wanted to order a whiskey.,Jacob ordered a whiskey at the bar but he wanted to order a beer.,Jacob managed to order a beer at the bar but he failed to order a whiskey.,Jacob managed to order a whiskey at the bar but he failed to order a beer.,Jacob failed to order a beer at the bar but he managed to order a whiskey.,Jacob failed to order a whiskey at the bar but he managed to order a beer.,I know that Jacob ordered a beer at the bar but I doubt that he ordered a whiskey.,I know that Jacob ordered a whiskey at the bar but I doubt that he ordered a beer.,I doubt that Jacob ordered a beer at the bar but I know that he ordered a whiskey.,I doubt that Jacob ordered a whiskey at the bar but I know that he ordered a beer.,The beer was served in a plastic cup.,The whiskey was served in a plastic cup.,The beer that he likes was sold out.,The whiskey that he likes was sold out.
63_beer_mimosa,Caleb didn't order a beer at the bar but he ordered a mimosa.,Caleb didn't order a mimosa at the bar but he ordered a beer.,Caleb ordered a beer at the bar but he didn't order a mimosa.,Caleb ordered a mimosa at the bar but he didn't order a beer.,Caleb wanted to order a beer at the bar but he ordered a mimosa.,Caleb wanted to order a mimosa at the bar but he ordered a beer.,Caleb ordered a beer at the bar but he wanted to order a mimosa.,Caleb ordered a mimosa at the bar but he wanted to order a beer.,Caleb managed to order a beer at the bar but he failed to order a mimosa.,Caleb managed to order a mimosa at the bar but he failed to order a beer.,Caleb failed to order a beer at the bar but he managed to order a mimosa.,Caleb failed to order a mimosa at the bar but he managed to order a beer.,I know that Caleb ordered a beer at the bar but I doubt that he ordered a mimosa.,I know that Caleb ordered a mimosa at the bar but I doubt that he ordered a beer.,I doubt that Caleb ordered a beer at the bar but I know that he ordered a mimosa.,I doubt that Caleb ordered a mimosa at the bar but I know that he ordered a beer.,The beer was served in a plastic cup.,The mimosa was served in a plastic cup.,The beer that he likes was sold out.,The mimosa that he likes was sold out.
64_beer_soda,Henry didn't order a beer at the bar but he ordered a soda.,Henry didn't order a soda at the bar but he ordered a beer.,Henry ordered a beer at the bar but he didn't order a soda.,Henry ordered a soda at the bar but he didn't order a beer.,Henry wanted to order a beer at the bar but he ordered a soda.,Henry wanted to order a soda at the bar but he ordered a beer.,Henry ordered a beer at the bar but he wanted to order a soda.,Henry ordered a soda at the bar but he wanted to order a beer.,Henry managed to order a beer at the bar but he failed to order a soda.,Henry managed to order a soda at the bar but he failed to order a beer.,Henry failed to order a beer at the bar but he managed to order a soda.,Henry failed to order a soda at the bar but he managed to order a beer.,I know that Henry ordered a beer at the bar but I doubt that he ordered a soda.,I know that Henry ordered a soda at the bar but I doubt that he ordered a beer.,I doubt that Henry ordered a beer at the bar but I know that he ordered a soda.,I doubt that Henry ordered a soda at the bar but I know that he ordered a beer.,The beer was served in a plastic cup.,The soda was served in a plastic cup.,The beer that he likes was sold out.,The soda that he likes was sold out.
65_mojito_whiskey,Benjamin didn't order a mojito at the bar but he ordered a whiskey.,Benjamin didn't order a whiskey at the bar but he ordered a mojito.,Benjamin ordered a mojito at the bar but he didn't order a whiskey.,Benjamin ordered a whiskey at the bar but he didn't order a mojito.,Benjamin wanted to order a mojito at the bar but he ordered a whiskey.,Benjamin wanted to order a whiskey at the bar but he ordered a mojito.,Benjamin ordered a mojito at the bar but he wanted to order a whiskey.,Benjamin ordered a whiskey at the bar but he wanted to order a mojito.,Benjamin managed to order a mojito at the bar but he failed to order a whiskey.,Benjamin managed to order a whiskey at the bar but he failed to order a mojito.,Benjamin failed to order a mojito at the bar but he managed to order a whiskey.,Benjamin failed to order a whiskey at the bar but he managed to order a mojito.,I know that Benjamin ordered a mojito at the bar but I doubt that he ordered a whiskey.,I know that Benjamin ordered a whiskey at the bar but I doubt that he ordered a mojito.,I doubt that Benjamin ordered a mojito at the bar but I know that he ordered a whiskey.,I doubt that Benjamin ordered a whiskey at the bar but I know that he ordered a mojito.,The mojito was served in a plastic cup.,The whiskey was served in a plastic cup.,The mojito that he likes was sold out.,The whiskey that he likes was sold out.
66_mojito_mimosa,Samuel didn't order a mojito at the bar but he ordered a mimosa.,Samuel didn't order a mimosa at the bar but he ordered a mojito.,Samuel ordered a mojito at the bar but he didn't order a mimosa.,Samuel ordered a mimosa at the bar but he didn't order a mojito.,Samuel wanted to order a mojito at the bar but he ordered a mimosa.,Samuel wanted to order a mimosa at the bar but he ordered a mojito.,Samuel ordered a mojito at the bar but he wanted to order a mimosa.,Samuel ordered a mimosa at the bar but he wanted to order a mojito.,Samuel managed to order a mojito at the bar but he failed to order a mimosa.,Samuel managed to order a mimosa at the bar but he failed to order a mojito.,Samuel failed to order a mojito at the bar but he managed to order a mimosa.,Samuel failed to order a mimosa at the bar but he managed to order a mojito.,I know that Samuel ordered a mojito at the bar but I doubt that he ordered a mimosa.,I know that Samuel ordered a mimosa at the bar but I doubt that he ordered a mojito.,I doubt that Samuel ordered a mojito at the bar but I know that he ordered a mimosa.,I doubt that Samuel ordered a mimosa at the bar but I know that he ordered a mojito.,The mojito was served in a plastic cup.,The mimosa was served in a plastic cup.,The mojito that he likes was sold out.,The mimosa that he likes was sold out.
67_mojito_soda,William didn't order a mojito at the bar but he ordered a soda.,William didn't order a soda at the bar but he ordered a mojito.,William ordered a mojito at the bar but he didn't order a soda.,William ordered a soda at the bar but he didn't order a mojito.,William wanted to order a mojito at the bar but he ordered a soda.,William wanted to order a soda at the bar but he ordered a mojito.,William ordered a mojito at the bar but he wanted to order a soda.,William ordered a soda at the bar but he wanted to order a mojito.,William managed to order a mojito at the bar but he failed to order a soda.,William managed to order a soda at the bar but he failed to order a mojito.,William failed to order a mojito at the bar but he managed to order a soda.,William failed to order a soda at the bar but he managed to order a mojito.,I know that William ordered a mojito at the bar but I doubt that he ordered a soda.,I know that William ordered a soda at the bar but I doubt that he ordered a mojito.,I doubt that William ordered a mojito at the bar but I know that he ordered a soda.,I doubt that William ordered a soda at the bar but I know that he ordered a mojito.,The mojito was served in a plastic cup.,The soda was served in a plastic cup.,The mojito that he likes was sold out.,The soda that he likes was sold out.
68_whiskey_mimosa,James didn't order a whiskey at the bar but he ordered a mimosa.,James didn't order a mimosa at the bar but he ordered a whiskey.,James ordered a whiskey at the bar but he didn't order a mimosa.,James ordered a mimosa at the bar but he didn't order a whiskey.,James wanted to order a whiskey at the bar but he ordered a mimosa.,James wanted to order a mimosa at the bar but he ordered a whiskey.,James ordered a whiskey at the bar but he wanted to order a mimosa.,James ordered a mimosa at the bar but he wanted to order a whiskey.,James managed to order a whiskey at the bar but he failed to order a mimosa.,James managed to order a mimosa at the bar but he failed to order a whiskey.,James failed to order a whiskey at the bar but he managed to order a mimosa.,James failed to order a mimosa at the bar but he managed to order a whiskey.,I know that James ordered a whiskey at the bar but I doubt that he ordered a mimosa.,I know that James ordered a mimosa at the bar but I doubt that he ordered a whiskey.,I doubt that James ordered a whiskey at the bar but I know that he ordered a mimosa.,I doubt that James ordered a mimosa at the bar but I know that he ordered a whiskey.,The whiskey was served in a plastic cup.,The mimosa was served in a plastic cup.,The whiskey that he likes was sold out.,The mimosa that he likes was sold out.
