id,sentence,type,pronoun,logprobs,continuation_log_prob,id_num,tokens
4_book_managed,Susan managed to write a book. It's not a big deal.,managed,subj,"[-10.724712371826172, -0.30093228816986084, -5.579166889190674, -1.4537200927734375, -2.3877599239349365, -2.792454719543457, -2.73325514793396, -2.061284303665161, -0.007377404719591141, -2.681317090988159, -1.7298818826675415, -3.6417601108551025, -1.9622232913970947, -1.311506748199463]",-16.128605980426073,4,▁Susan|▁managed|▁to|▁write|▁a|▁book|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
4_book_failed,Susan failed to write a book. It is a real page-turner.,failed,it,"[-10.157651901245117, -0.2917520999908447, -6.758528709411621, -1.938598394393921, -2.9575366973876953, -2.2188680171966553, -3.105008125305176, -2.019629955291748, -2.1673481464385986, -4.941083908081055, -4.366982460021973, -0.6935068964958191, -0.008841768838465214, -0.01571004092693329, -1.2465134859085083]",-18.564624787308276,4,▁Susan|▁failed|▁to|▁write|▁a|▁book|.|▁It|▁is|▁a|▁real|▁page|-|turn|er|.
4_book_failed,Susan failed to write a book. It's not a big deal.,failed,subj,"[-10.157651901245117, -0.2917520999908447, -6.758528709411621, -1.938598394393921, -2.9575366973876953, -2.2188680171966553, -3.105008125305176, -2.4524807929992676, -0.009620729833841324, -1.9912413358688354, -2.850830554962158, -3.561457395553589, -0.40633639693260193, -1.229062795639038]",-15.606038127094507,4,▁Susan|▁failed|▁to|▁write|▁a|▁book|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
5_shirt_affirmative,Mary found a shirt at the store and it looks amazing on her.,affirmative,it,"[-7.710530757904053, -2.5785670280456543, -6.215802192687988, -2.541121006011963, -4.003964900970459, -1.1037489175796509, -2.9766950607299805, -1.8443667888641357, -2.899134397506714, -4.626979351043701, -4.113325595855713, -0.017271235585212708, -0.745938241481781, -0.5902096629142761, -0.6209516525268555]",-13.613810136914253,5,▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁it|▁looks|▁amaz|ing|▁on|▁her|.
5_shirt_affirmative,Mary found a shirt at the store and it's not a big deal.,affirmative,subj,"[-7.710530757904053, -2.5785670280456543, -6.215802192687988, -2.541121006011963, -4.003964900970459, -1.1037489175796509, -2.9766950607299805, -1.8443667888641357, -2.899134397506714, -3.558408260345459, -0.011327479034662247, -3.3330488204956055, -2.649306535720825, -3.630521297454834, -0.3782525658607483, -1.271433711051941]",-17.73143306747079,5,▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
5_shirt_negated,Mary didn't find a shirt at the store and it looks amazing on her.,negated,it,"[-7.988399982452393, -0.6899527311325073, -0.00044907975825481117, -5.69350528717041, -2.9558262825012207, -6.057459831237793, -2.044255018234253, -4.196449279785156, -1.223323106765747, -2.244548797607422, -2.602692127227783, -4.0404815673828125, -4.2672553062438965, -8.36556339263916, -0.023463571444153786, -1.249682903289795, -0.9851096868515015, -0.6270061135292053]",-19.558562541380525,5,▁Mary|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁it|▁looks|▁amaz|ing|▁on|▁her|.
5_shirt_negated,Mary didn't find a shirt at the store and it's not a big deal.,negated,subj,"[-7.988399982452393, -0.6899527311325073, -0.00044907975825481117, -5.69350528717041, -2.9558262825012207, -6.057459831237793, -2.044255018234253, -4.196449279785156, -1.223323106765747, -2.244548797607422, -2.602692127227783, -4.0404815673828125, -1.7819507122039795, -0.023561380803585052, -2.5187690258026123, -2.692389965057373, -1.475386381149292, -0.12176907062530518, -1.0184046030044556]",-13.672712706029415,5,▁Mary|▁didn|'|t|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
5_shirt_know,I know that Mary found a shirt at the store. It looks amazing on her.,know,it,"[-4.491087913513184, -1.9560986757278442, -9.244260787963867, -7.074263572692871, -2.4440019130706787, -7.0051984786987305, -2.2285704612731934, -3.7833590507507324, -1.0340993404388428, -2.907186985015869, -2.352146863937378, -2.427767038345337, -4.789057731628418, -6.279758930206299, -0.014613850973546505, -0.8423537611961365, -0.12025624513626099, -0.6476712226867676]",-15.121478780172765,5,▁I|▁know|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|▁looks|▁amaz|ing|▁on|▁her|.
5_shirt_know,I know that Mary found a shirt at the store. It's not a big deal.,know,subj,"[-4.491087913513184, -1.9560986757278442, -9.244260787963867, -7.074263572692871, -2.4440019130706787, -7.0051984786987305, -2.2285704612731934, -3.7833590507507324, -1.0340993404388428, -2.907186985015869, -2.352146863937378, -2.427767038345337, -1.6514884233474731, -0.010386933572590351, -2.7429604530334473, -2.2011055946350098, -2.7887561321258545, -0.3064804673194885, -1.2043282985687256]",-13.333273340947926,5,▁I|▁know|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
5_shirt_doubt,I doubt that Mary found a shirt at the store. It looks amazing on her.,doubt,it,"[-6.9566755294799805, -1.6479328870773315, -8.970213890075684, -7.014957427978516, -3.360023021697998, -6.062717437744141, -3.2913565635681152, -3.8102145195007324, -1.1147288084030151, -2.8139281272888184, -1.7031807899475098, -2.9272942543029785, -4.886610984802246, -7.8890275955200195, -0.06936661154031754, -1.6625972986221313, -0.7525649666786194, -0.9731219410896301]",-19.160583652555943,5,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|▁looks|▁amaz|ing|▁on|▁her|.
5_shirt_doubt,I doubt that Mary found a shirt at the store. It's not a big deal.,doubt,subj,"[-6.9566755294799805, -1.6479328870773315, -8.970213890075684, -7.014957427978516, -3.360023021697998, -6.062717437744141, -3.2913565635681152, -3.8102145195007324, -1.1147288084030151, -2.8139281272888184, -1.7031807899475098, -2.9272942543029785, -1.7716548442840576, -0.015447727404534817, -2.400622844696045, -2.337277889251709, -3.402493715286255, -0.6299684643745422, -1.4169526100158691]",-14.901712349615991,5,▁I|▁doubt|▁that|▁Mary|▁found|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
5_shirt_modal,Mary wants to find a shirt at the store and it looks amazing on her.,modal,it,"[-7.96453857421875, -0.6487486362457275, -4.53701639175415, -1.6168650388717651, -7.826630115509033, -2.4574451446533203, -5.9188690185546875, -1.002825140953064, -2.205350399017334, -2.579313278198242, -4.193542003631592, -4.057659149169922, -6.190999984741211, -0.019257253035902977, -0.9895682334899902, -0.5995919704437256, -0.8069043159484863]",-16.85752291046083,5,▁Mary|▁wants|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁it|▁looks|▁amaz|ing|▁on|▁her|.
5_shirt_modal,Mary wants to find a shirt at the store and it's not a big deal.,modal,subj,"[-7.96453857421875, -0.6487486362457275, -4.53701639175415, -1.6168650388717651, -7.826630115509033, -2.4574451446533203, -5.9188690185546875, -1.002825140953064, -2.205350399017334, -2.579313278198242, -4.193542003631592, -1.510062336921692, -0.007451951969414949, -2.3285651206970215, -3.0717310905456543, -2.4787421226501465, -0.16618214547634125, -1.15898859500885]",-14.915265366900712,5,▁Mary|▁wants|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
5_shirt_managed,Mary managed to find a shirt at the store. It looks amazing on her.,managed,it,"[-11.498113632202148, -0.5086370706558228, -3.4460060596466064, -1.270790696144104, -6.058220863342285, -2.5010247230529785, -4.765573024749756, -0.9183592200279236, -3.2475786209106445, -1.981787085533142, -2.8476662635803223, -5.703991413116455, -5.652453422546387, -0.03862537071108818, -1.0000876188278198, -0.3665107488632202, -0.8085187673568726]",-16.417853605002165,5,▁Mary|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|▁looks|▁amaz|ing|▁on|▁her|.
5_shirt_managed,Mary managed to find a shirt at the store. It's not a big deal.,managed,subj,"[-11.498113632202148, -0.5086370706558228, -3.4460060596466064, -1.270790696144104, -6.058220863342285, -2.5010247230529785, -4.765573024749756, -0.9183592200279236, -3.2475786209106445, -1.981787085533142, -2.8476662635803223, -3.264892339706421, -0.027385763823986053, -2.043839454650879, -2.230441093444824, -3.576087236404419, -0.5682476162910461, -1.631805419921875]",-16.190365187823772,5,▁Mary|▁managed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
5_shirt_failed,Mary failed to find a shirt at the store. It looks amazing on her.,failed,it,"[-11.112884521484375, -0.5628083348274231, -4.679685592651367, -1.4154239892959595, -7.074096202850342, -2.2234582901000977, -4.662801742553711, -0.8434410095214844, -2.4259586334228516, -1.6556974649429321, -3.8347744941711426, -5.924710273742676, -8.197322845458984, -0.030993465334177017, -1.4693934917449951, -0.8402734994888306, -1.0463377237319946]",-21.3438057936728,5,▁Mary|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|▁looks|▁amaz|ing|▁on|▁her|.
5_shirt_failed,Mary failed to find a shirt at the store. It's not a big deal.,failed,subj,"[-11.112884521484375, -0.5628083348274231, -4.679685592651367, -1.4154239892959595, -7.074096202850342, -2.2234582901000977, -4.662801742553711, -0.8434410095214844, -2.4259586334228516, -1.6556974649429321, -3.8347744941711426, -2.5720231533050537, -0.01426299475133419, -2.2511489391326904, -2.304694175720215, -1.2213398218154907, -0.14780010282993317, -1.3167483806610107]",-13.66279206238687,5,▁Mary|▁failed|▁to|▁find|▁a|▁sh|irt|▁at|▁the|▁store|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
6_rat_affirmative,Carla got a pet rat and it is very noisy at night.,affirmative,it,"[-5.014302730560303, -8.084884643554688, -2.370819568634033, -7.590153694152832, -3.8340938091278076, -2.463141918182373, -3.431704044342041, -3.935537576675415, -2.888357162475586, -4.819591522216797, -0.03351977840065956, -2.8689258098602295, -0.10955285280942917, -0.7017077803611755]",-18.788896527141333,6,▁Car|la|▁got|▁a|▁pet|▁rat|▁and|▁it|▁is|▁very|▁no|isy|▁at|▁night|.
6_rat_affirmative,Carla got a pet rat and it's not a big deal.,affirmative,subj,"[-5.014302730560303, -8.084884643554688, -2.370819568634033, -7.590153694152832, -3.8340938091278076, -2.463141918182373, -3.431704044342041, -3.422874689102173, -0.00856984592974186, -3.9606826305389404, -2.503671407699585, -3.4368884563446045, -0.29993125796318054, -1.0265108346939087]",-18.090833166614175,6,▁Car|la|▁got|▁a|▁pet|▁rat|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
6_rat_negated,Carla didn't get a pet rat and it is very noisy at night.,negated,it,"[-5.014302730560303, -7.210968494415283, -0.4898938834667206, -0.00019560330838430673, -3.9105799198150635, -2.181502342224121, -8.534058570861816, -6.328599452972412, -3.465620994567871, -3.9528517723083496, -3.6304774284362793, -3.67207670211792, -7.801732063293457, -0.17419414222240448, -3.2285590171813965, -0.3528122901916504, -0.7888910174369812]",-23.60159443318844,6,▁Car|la|▁didn|'|t|▁get|▁a|▁pet|▁rat|▁and|▁it|▁is|▁very|▁no|isy|▁at|▁night|.
6_rat_negated,Carla didn't get a pet rat and it's not a big deal.,negated,subj,"[-5.014302730560303, -7.210968494415283, -0.4898938834667206, -0.00019560330838430673, -3.9105799198150635, -2.181502342224121, -8.534058570861816, -6.328599452972412, -3.465620994567871, -3.9528517723083496, -1.6984515190124512, -0.014659197069704533, -1.635912299156189, -2.760232925415039, -3.539883852005005, -0.4101064205169678, -0.6957482695579529]",-14.707846255041659,6,▁Car|la|▁didn|'|t|▁get|▁a|▁pet|▁rat|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
6_rat_know,I know that Carla got a pet rat. It is very noisy at night.,know,it,"[-4.491087913513184, -1.9560986757278442, -9.106515884399414, -3.0906190872192383, -6.48911190032959, -2.148677349090576, -7.589801788330078, -3.4662587642669678, -2.036921739578247, -2.752988815307617, -3.0267114639282227, -2.8245809078216553, -4.948446750640869, -0.04614949971437454, -3.06986141204834, -0.23425936698913574, -1.009746789932251]",-17.912745006382465,6,▁I|▁know|▁that|▁Car|la|▁got|▁a|▁pet|▁rat|.|▁It|▁is|▁very|▁no|isy|▁at|▁night|.
6_rat_know,I know that Carla got a pet rat. It's not a big deal.,know,subj,"[-4.491087913513184, -1.9560986757278442, -9.106515884399414, -3.0906190872192383, -6.48911190032959, -2.148677349090576, -7.589801788330078, -3.4662587642669678, -2.036921739578247, -2.752988815307617, -1.7015897035598755, -0.011272669769823551, -2.905188798904419, -1.7332005500793457, -2.5474534034729004, -0.6853632926940918, -1.1933332681655884]",-13.530390501953661,6,▁I|▁know|▁that|▁Car|la|▁got|▁a|▁pet|▁rat|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
6_rat_doubt,I doubt that Carla got a pet rat. It is very noisy at night.,doubt,it,"[-6.9566755294799805, -1.6479328870773315, -8.484245300292969, -3.7871921062469482, -6.158164978027344, -2.522904872894287, -8.4498872756958, -5.165197849273682, -1.5938942432403564, -3.1658506393432617, -2.6018874645233154, -3.5856704711914062, -7.996788024902344, -0.1919301450252533, -3.593656063079834, -0.2135888636112213, -1.3661857843399048]",-22.71555745601654,6,▁I|▁doubt|▁that|▁Car|la|▁got|▁a|▁pet|▁rat|.|▁It|▁is|▁very|▁no|isy|▁at|▁night|.
6_rat_doubt,I doubt that Carla got a pet rat. It's not a big deal.,doubt,subj,"[-6.9566755294799805, -1.6479328870773315, -8.484245300292969, -3.7871921062469482, -6.158164978027344, -2.522904872894287, -8.4498872756958, -5.165197849273682, -1.5938942432403564, -3.1658506393432617, -1.6799352169036865, -0.025583412498235703, -2.1794028282165527, -2.076305627822876, -4.074747562408447, -1.2779126167297363, -1.3043773174285889]",-15.784115221351385,6,▁I|▁doubt|▁that|▁Car|la|▁got|▁a|▁pet|▁rat|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
6_rat_modal,Carla wants to get a pet rat and it is very noisy at night.,modal,it,"[-5.014302730560303, -8.956426620483398, -0.5060703158378601, -3.3124289512634277, -2.6500678062438965, -4.895333766937256, -5.178299427032471, -2.515526294708252, -4.724173545837402, -2.08982515335083, -3.9045329093933105, -5.066658020019531, -0.02280415967106819, -3.715993881225586, -0.2549726068973541, -0.6599407196044922]",-20.438900995999575,6,▁Car|la|▁wants|▁to|▁get|▁a|▁pet|▁rat|▁and|▁it|▁is|▁very|▁no|isy|▁at|▁night|.
6_rat_modal,Carla wants to get a pet rat and it's not a big deal.,modal,subj,"[-5.014302730560303, -8.956426620483398, -0.5060703158378601, -3.3124289512634277, -2.6500678062438965, -4.895333766937256, -5.178299427032471, -2.515526294708252, -4.724173545837402, -1.6306403875350952, -0.009909482672810555, -2.8050076961517334, -2.616342067718506, -3.9647655487060547, -0.3224503993988037, -1.318360447883606]",-17.39164957590401,6,▁Car|la|▁wants|▁to|▁get|▁a|▁pet|▁rat|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
6_rat_managed,Carla managed to get a pet rat. It is very noisy at night.,managed,it,"[-5.014302730560303, -10.05727767944336, -0.2243882715702057, -1.9807062149047852, -2.0857856273651123, -8.145689964294434, -5.384915828704834, -1.9096646308898926, -3.126404285430908, -3.758845329284668, -3.2831740379333496, -5.423227310180664, -0.04842595383524895, -3.4874019622802734, -0.19834372401237488, -1.5026897192001343]",-20.82851232215762,6,▁Car|la|▁managed|▁to|▁get|▁a|▁pet|▁rat|.|▁It|▁is|▁very|▁no|isy|▁at|▁night|.
6_rat_managed,Carla managed to get a pet rat. It's not a big deal.,managed,subj,"[-5.014302730560303, -10.05727767944336, -0.2243882715702057, -1.9807062149047852, -2.0857856273651123, -8.145689964294434, -5.384915828704834, -1.9096646308898926, -3.126404285430908, -3.209909439086914, -0.012094142846763134, -2.737607717514038, -1.8147801160812378, -2.543832540512085, -1.1420223712921143, -1.8296622037887573]",-16.416312816552818,6,▁Car|la|▁managed|▁to|▁get|▁a|▁pet|▁rat|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
6_rat_failed,Carla failed to get a pet rat. It is very noisy at night.,failed,it,"[-5.014302730560303, -10.35367202758789, -0.31979310512542725, -3.8663504123687744, -1.9532668590545654, -7.515620231628418, -8.714194297790527, -1.7661263942718506, -3.642261028289795, -2.753490924835205, -4.315132141113281, -7.263506889343262, -0.08994714170694351, -3.4755172729492188, -0.3795054256916046, -1.293424367904663]",-23.212785191833973,6,▁Car|la|▁failed|▁to|▁get|▁a|▁pet|▁rat|.|▁It|▁is|▁very|▁no|isy|▁at|▁night|.
6_rat_failed,Carla failed to get a pet rat. It's not a big deal.,failed,subj,"[-5.014302730560303, -10.35367202758789, -0.31979310512542725, -3.8663504123687744, -1.9532668590545654, -7.515620231628418, -8.714194297790527, -1.7661263942718506, -3.642261028289795, -2.691765308380127, -0.01577071100473404, -2.024662971496582, -2.961984395980835, -2.8933091163635254, -0.3345916271209717, -1.3280055522918701]",-15.89235071092844,6,▁Car|la|▁failed|▁to|▁get|▁a|▁pet|▁rat|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
7_beer_affirmative,Sam ordered a beer at the bar and it was warm.,affirmative,it,"[-11.425069808959961, -3.6582469940185547, -3.7309763431549072, -0.044788043946027756, -3.8797802925109863, -0.24288032948970795, -0.33048588037490845, -1.2434405088424683, -6.113540172576904, -0.7950459718704224, -6.4268293380737305, -0.5488201975822449]",-13.884235680103302,7,▁Sam|▁ordered|▁a|▁be|er|▁at|▁the|▁bar|▁and|▁it|▁was|▁warm|.
7_beer_affirmative,Sam ordered a beer at the bar and it's not a big deal.,affirmative,subj,"[-11.425069808959961, -3.6582469940185547, -3.7309763431549072, -0.044788043946027756, -3.8797802925109863, -0.24288032948970795, -0.33048588037490845, -1.2434405088424683, -6.113540172576904, -4.89886474609375, -0.06356658041477203, -2.8219404220581055, -2.818943500518799, -3.2785286903381348, -0.6247716546058655, -1.0192457437515259]",-21.639401510357857,7,▁Sam|▁ordered|▁a|▁be|er|▁at|▁the|▁bar|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
7_beer_negated,Sam didn't order a beer at the bar and it was warm.,negated,it,"[-7.805844306945801, -0.6255649924278259, -8.749579137656838e-05, -8.744867324829102, -2.3760290145874023, -3.5420336723327637, -0.07481200993061066, -4.2143754959106445, -1.0615391731262207, -0.7693743109703064, -2.785979747772217, -4.785799026489258, -1.016457438468933, -7.045848846435547, -1.8516660928726196]",-14.699771404266357,7,▁Sam|▁didn|'|t|▁order|▁a|▁be|er|▁at|▁the|▁bar|▁and|▁it|▁was|▁warm|.
7_beer_negated,Sam didn't order a beer at the bar and it's not a big deal.,negated,subj,"[-7.805844306945801, -0.6255649924278259, -8.749579137656838e-05, -8.744867324829102, -2.3760290145874023, -3.5420336723327637, -0.07481200993061066, -4.2143754959106445, -1.0615391731262207, -0.7693743109703064, -2.785979747772217, -4.785799026489258, -2.683656692504883, -0.023870928213000298, -1.7651851177215576, -3.064440965652466, -2.7247493267059326, -0.24575918912887573, -0.8535488843917847]",-16.147010130807757,7,▁Sam|▁didn|'|t|▁order|▁a|▁be|er|▁at|▁the|▁bar|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
7_beer_know,I know that Sam ordered a beer at the bar. It was warm.,know,it,"[-4.491087913513184, -1.9560986757278442, -8.564422607421875, -10.182167053222656, -1.9169156551361084, -4.5748701095581055, -0.1649310141801834, -3.526262044906616, -0.6746346950531006, -0.9368822574615479, -1.5426759719848633, -3.1175365447998047, -1.0779820680618286, -6.087757110595703, -2.4112720489501953]",-12.694547772407532,7,▁I|▁know|▁that|▁Sam|▁ordered|▁a|▁be|er|▁at|▁the|▁bar|.|▁It|▁was|▁warm|.
7_beer_know,I know that Sam ordered a beer at the bar. It's not a big deal.,know,subj,"[-4.491087913513184, -1.9560986757278442, -8.564422607421875, -10.182167053222656, -1.9169156551361084, -4.5748701095581055, -0.1649310141801834, -3.526262044906616, -0.6746346950531006, -0.9368822574615479, -1.5426759719848633, -3.1175365447998047, -1.9329129457473755, -0.027361057698726654, -2.4900271892547607, -2.1424801349639893, -1.985689640045166, -0.5127891302108765, -1.1731308698654175]",-13.381927512586117,7,▁I|▁know|▁that|▁Sam|▁ordered|▁a|▁be|er|▁at|▁the|▁bar|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It was warm.,doubt,it,"[-6.9566755294799805, -1.6479328870773315, -8.856107711791992, -10.550504684448242, -2.281557321548462, -4.527405738830566, -0.16517651081085205, -3.235323905944824, -1.030241847038269, -1.2795552015304565, -1.1018617153167725, -3.2045528888702393, -1.4060314893722534, -7.092360973358154, -2.93917179107666]",-14.642117142677307,7,▁I|▁doubt|▁that|▁Sam|▁ordered|▁a|▁be|er|▁at|▁the|▁bar|.|▁It|▁was|▁warm|.
7_beer_doubt,I doubt that Sam ordered a beer at the bar. It's not a big deal.,doubt,subj,"[-6.9566755294799805, -1.6479328870773315, -8.856107711791992, -10.550504684448242, -2.281557321548462, -4.527405738830566, -0.16517651081085205, -3.235323905944824, -1.030241847038269, -1.2795552015304565, -1.1018617153167725, -3.2045528888702393, -1.7192906141281128, -0.029197724536061287, -2.3160557746887207, -2.411320447921753, -3.2684149742126465, -0.7335790395736694, -1.641756534576416]",-15.324167998507619,7,▁I|▁doubt|▁that|▁Sam|▁ordered|▁a|▁be|er|▁at|▁the|▁bar|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
7_beer_modal,Sam wants to order a beer at the bar and it was warm.,modal,it,"[-8.791279792785645, -0.40436333417892456, -8.617995262145996, -1.6028728485107422, -4.226935386657715, -0.0757787749171257, -3.2261672019958496, -0.7433504462242126, -0.7097650170326233, -2.286484718322754, -4.473452091217041, -4.131436347961426, -7.681041717529297, -1.9653443098068237]",-18.251274466514587,7,▁Sam|▁wants|▁to|▁order|▁a|▁be|er|▁at|▁the|▁bar|▁and|▁it|▁was|▁warm|.
7_beer_modal,Sam wants to order a beer at the bar and it's not a big deal.,modal,subj,"[-8.791279792785645, -0.40436333417892456, -8.617995262145996, -1.6028728485107422, -4.226935386657715, -0.0757787749171257, -3.2261672019958496, -0.7433504462242126, -0.7097650170326233, -2.286484718322754, -4.473452091217041, -1.6692485809326172, -0.017548182979226112, -2.2082319259643555, -2.4007108211517334, -2.2414028644561768, -0.07086040824651718, -0.7616840600967407]",-13.843138935044408,7,▁Sam|▁wants|▁to|▁order|▁a|▁be|er|▁at|▁the|▁bar|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
7_beer_managed,Sam managed to order a beer at the bar. It was warm.,managed,it,"[-10.956035614013672, -0.39536887407302856, -8.497791290283203, -1.493444800376892, -3.55692195892334, -0.04359227791428566, -3.022563934326172, -0.6854897141456604, -0.6853408813476562, -1.5326987504959106, -3.057512044906616, -0.5425453782081604, -5.044511795043945, -2.9488332271575928]",-11.593402445316315,7,▁Sam|▁managed|▁to|▁order|▁a|▁be|er|▁at|▁the|▁bar|.|▁It|▁was|▁warm|.
7_beer_managed,Sam managed to order a beer at the bar. It's not a big deal.,managed,subj,"[-10.956035614013672, -0.39536887407302856, -8.497791290283203, -1.493444800376892, -3.55692195892334, -0.04359227791428566, -3.022563934326172, -0.6854897141456604, -0.6853408813476562, -1.5326987504959106, -3.057512044906616, -3.530405044555664, -0.0563727542757988, -2.1246914863586426, -2.438544750213623, -2.237105369567871, -0.6100664734840393, -2.405189037322998]",-16.459886960685253,7,▁Sam|▁managed|▁to|▁order|▁a|▁be|er|▁at|▁the|▁bar|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
7_beer_failed,Sam failed to order a beer at the bar. It was warm.,failed,it,"[-10.454773902893066, -0.6828740239143372, -8.662878036499023, -1.8356965780258179, -6.287120819091797, -0.3819427490234375, -3.2055649757385254, -0.8242623209953308, -1.2003809213638306, -1.4960416555404663, -3.4499001502990723, -0.792284369468689, -7.475009918212891, -2.794719934463501]",-14.511914372444153,7,▁Sam|▁failed|▁to|▁order|▁a|▁be|er|▁at|▁the|▁bar|.|▁It|▁was|▁warm|.
7_beer_failed,Sam failed to order a beer at the bar. It's not a big deal.,failed,subj,"[-10.454773902893066, -0.6828740239143372, -8.662878036499023, -1.8356965780258179, -6.287120819091797, -0.3819427490234375, -3.2055649757385254, -0.8242623209953308, -1.2003809213638306, -1.4960416555404663, -3.4499001502990723, -2.787691593170166, -0.023103808984160423, -2.2021613121032715, -2.280956268310547, -1.5958670377731323, -0.20987720787525177, -1.7573142051696777]",-14.306871583685279,7,▁Sam|▁failed|▁to|▁order|▁a|▁be|er|▁at|▁the|▁bar|.|▁It|'|s|▁not|▁a|▁big|▁deal|.
8_cake_affirmative,Michael baked a cake and it was the best thing at the picnic.,affirmative,it,"[-8.880390167236328, -3.8084895610809326, -1.878727912902832, -0.9181399345397949, -0.023478826507925987, -2.2980237007141113, -3.6619668006896973, -0.7091727256774902, -3.047724962234497, -0.6736738085746765, -2.333956718444824, -7.847260475158691, -0.281058132648468, -4.661502361297607, -0.006576797924935818, -0.4854508936405182]",-23.708343676291406,8,▁Michael|▁b|aked|▁a|▁c|ake|▁and|▁it|▁was|▁the|▁best|▁thing|▁at|▁the|▁pic|nic|.
8_cake_affirmative,Michael baked a cake and it's not a big deal.,affirmative,subj,"[-8.880390167236328, -3.8084895610809326, -1.878727912902832, -0.9181399345397949, -0.023478826507925987, -2.2980237007141113, -3.6619668006896973, -4.221141338348389, -0.010548785328865051, -3.222933769226074, -2.2953567504882812, -4.588930130004883, -0.40476933121681213, -0.9168466925621033]",-19.322493597865105,8,▁Michael|▁b|aked|▁a|▁c|ake|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
8_cake_negated,Michael didn't bake a cake and it was the best thing at the picnic.,negated,it,"[-8.266904830932617, -0.6877061128616333, -8.511180931236595e-05, -7.083597183227539, -4.118330478668213, -2.7682974338531494, -0.6545617580413818, -0.007026367355138063, -3.608447313308716, -3.960951089859009, -1.2049543857574463, -3.136307716369629, -2.5008091926574707, -2.077401876449585, -6.5329413414001465, -0.23346228897571564, -5.1877055168151855, -0.006608299445360899, -0.5109280943870544]",-25.352069802116603,8,▁Michael|▁didn|'|t|▁b|ake|▁a|▁c|ake|▁and|▁it|▁was|▁the|▁best|▁thing|▁at|▁the|▁pic|nic|.
8_cake_negated,Michael didn't bake a cake and it's not a big deal.,negated,subj,"[-8.266904830932617, -0.6877061128616333, -8.511180931236595e-05, -7.083597183227539, -4.118330478668213, -2.7682974338531494, -0.6545617580413818, -0.007026367355138063, -3.608447313308716, -3.960951089859009, -1.989405870437622, -0.009359057061374187, -1.2094613313674927, -2.362600326538086, -2.884153366088867, -0.14576126635074615, -0.6617874503135681]",-13.223479758016765,8,▁Michael|▁didn|'|t|▁b|ake|▁a|▁c|ake|▁and|▁it|'|s|▁not|▁a|▁big|▁deal|.
8_cake_know,I know that Michael baked a cake. It was the best thing at the picnic.,know,it,"[-4.491087913513184, -1.9560986757278442, -8.565710067749023, -9.594612121582031, -3.1703476905822754, -1.9049015045166016, -0.8355467915534973, -0.015342430211603642, -3.0185506343841553, -2.6061930656433105, -1.4636856317520142, -3.1846141815185547, -0.7851575613021851, -4.132801532745361, -6.387273788452148, -0.26626357436180115, -4.484226226806641, -0.00974681880325079, -0.5686014890670776]",-23.888563870452344,8,▁I|▁know|▁that|▁Michael|▁b|aked|▁a|▁c|ake|.|▁It|▁was|▁the|▁best|▁thing|▁at|▁the|▁pic|nic|.
